date,open,high,low,close,volume,ROC,SMA,RSI,Real Upper Band,Real Middle Band,Real Lower Band
2023-05-30 09:00:00,200.55,201.17,200.121,200.39,390527.0,1.2224,199.3086,64.6845,200.98271345857992,199.3086,197.6344865414201
2023-05-30 09:15:00,200.35,200.62,199.72,200.02,383416.0,1.3221,199.439,61.7651,201.24029879417105,199.439,197.63770120582893
2023-05-30 09:30:00,200.1,204.48,198.588,202.51,17802195.0,2.3191,199.6686,71.028,201.46897774162775,199.6686,197.86822225837224
2023-05-30 09:45:00,202.53,204.2,198.66,199.865,10438155.0,0.9215,199.7598,55.8885,201.40562513432698,199.7598,198.11397486567304
2023-05-30 10:00:00,199.88,200.19,197.53,199.262,7691111.0,0.2425,199.7839,53.1689,201.549468663665,199.7839,198.01833133633497
2023-05-30 10:15:00,199.25,202.3,199.202,200.184,7568443.0,0.8534,199.8686,56.5703,201.6744714582329,199.8686,198.0627285417671
2023-05-30 10:30:00,200.2,201.49,199.7,200.09,5031510.0,0.6894,199.9371,56.1327,201.78245888321777,199.9371,198.0917411167822
2023-05-30 10:45:00,200.102,200.53,199.11,200.23,4347425.0,0.77,200.0136,56.6583,201.91395703746934,200.0136,198.11324296253065
2023-05-30 11:00:00,200.233,201.35,200.09,200.45,3922188.0,0.5669,200.0701,57.5005,202.0104665351969,200.0701,198.12973346480308
2023-05-30 11:15:00,200.445,200.59,199.09,199.96,4396555.0,0.5178,200.1216,54.995,202.04205956084218,200.1216,198.20114043915783
2023-05-30 11:30:00,199.98,200.78,199.63,200.297,3536468.0,0.5558,200.177,56.3713,202.14162978990444,200.177,198.21237021009554
2023-05-30 11:45:00,200.29,201.15,199.86,200.835,3269303.0,1.1916,200.2952,58.5038,202.29798402129177,200.2952,198.29241597870822
2023-05-30 12:00:00,200.82,200.9,199.64,200.24,3016892.0,0.4969,200.3447,55.3541,202.3711127134087,200.3447,198.31828728659127
2023-05-30 12:15:00,200.255,200.47,199.33,199.54,3020573.0,-0.0351,200.3412,51.8942,202.5042106684274,200.3412,198.17818933157258
2023-05-30 12:30:00,199.56,200.12,198.65,198.96,3141089.0,-0.3256,200.3087,49.2114,202.5019017117042,200.3087,198.11549828829578
2023-05-30 12:45:00,198.984,199.81,198.53,199.79,2869665.0,-0.025,200.3062,52.8808,202.4794216510779,200.3062,198.13297834892208
2023-05-30 13:00:00,199.79,200.21,199.21,200.04,2565080.0,-0.3388,200.2722,53.9359,202.4169161659374,200.2722,198.1274838340626
2023-05-30 13:15:00,200.05,200.23,198.891,198.94,2253019.0,-1.1822,200.1532,48.8675,202.29707801862637,200.1532,198.00932198137363
2023-05-30 13:30:00,198.93,199.178,198.11,198.71,2970479.0,-1.1639,200.0362,47.8773,202.14914410570591,200.0362,197.9232558942941
2023-05-30 13:45:00,198.7,199.26,197.68,197.82,2623470.0,-1.2928,199.9067,44.2268,201.88559508385416,199.9067,197.92780491614585
2023-05-30 14:00:00,197.83,198.78,197.584,198.641,2529382.0,-0.8728,199.8192,48.0714,201.52149393862734,199.8192,198.11690606137265
2023-05-30 14:15:00,198.648,200.29,198.5,200.05,3782000.0,0.015,199.8207,53.8219,201.16803337835717,199.8207,198.4733666216428
2023-05-30 14:30:00,200.04,201.7,200.04,201.55,4636502.0,-0.4741,199.7727,58.9197,201.02469241619642,199.7727,198.52070758380356
2023-05-30 14:45:00,201.56,201.99,201.02,201.75,4266394.0,0.9431,199.867,59.5465,201.11842535984613,199.867,198.61557464015385
2023-05-30 15:00:00,201.74,201.93,200.58,200.802,3557463.0,0.7729,199.944,55.3341,201.17725489733155,199.944,198.71074510266843
2023-05-30 15:15:00,200.8,201.48,200.35,201.108,3121962.0,0.4616,199.9902,56.3825,201.29358995871613,199.9902,198.68681004128385
2023-05-30 15:30:00,201.1,201.44,200.68,201.07,3119084.0,0.4898,200.0392,56.21,201.39396226685218,200.0392,198.6844377331478
2023-05-30 15:45:00,201.06,201.4,200.07,201.145,5162469.0,0.457,200.0849,56.4865,201.50690839920358,200.0849,198.66289160079643
2023-05-30 16:00:00,201.1,201.25,198.106,200.85,4068910.0,0.1996,200.1049,55.0473,201.59099091940516,200.1049,198.61880908059481
2023-05-30 16:15:00,200.84,201.16,200.66,201.04,86544.0,0.5401,200.1589,55.8106,201.70262962012023,200.1589,198.61517037987974
2023-05-30 16:30:00,200.95,201.16,200.77,200.9,49696.0,0.3011,200.1891,55.0851,201.77095969270496,200.1891,198.60724030729503
2023-05-30 16:45:00,200.83,201.16,200.77,200.92,30138.0,0.0423,200.1933,55.1727,201.7800806514898,200.1933,198.60651934851018
2023-05-30 17:00:00,193.17,201.16,193.17,200.9,28666.0,0.3296,200.2263,55.0597,201.79585063958166,200.2263,198.65674936041836
2023-05-30 17:15:00,200.95,200.95,200.83,200.88,35242.0,0.6715,200.2933,54.9411,201.63104597660794,200.2933,198.95555402339204
2023-05-30 17:30:00,200.88,200.9,200.58,200.63,37559.0,0.8394,200.3768,53.4278,201.73132953561108,200.3768,199.02227046438892
2023-05-30 17:45:00,200.65,200.7,200.18,200.37,54647.0,0.2903,200.4058,51.8639,201.78009870461597,200.4058,199.03150129538403
2023-05-30 18:00:00,200.4,200.75,200.38,200.685,43216.0,0.3224,200.4381,53.5961,201.8356628221263,200.4381,199.0405371778737
2023-05-30 18:15:00,200.62,200.87,200.55,200.85,24564.0,0.9601,200.5336,54.499,201.97616962888696,200.5336,199.09103037111305
2023-05-30 18:30:00,200.87,200.95,200.84,200.95,40343.0,1.1273,200.6456,55.0568,202.133741821721,200.6456,199.157458178279
2023-05-30 18:45:00,200.923,201.0,200.85,200.88,28182.0,1.5469,200.7986,54.5639,202.3163329969318,200.7986,199.28086700306818
2023-05-30 19:00:00,200.915,201.0,200.88,200.91,18463.0,1.1423,200.912,54.7467,202.42419800512377,200.912,199.39980199487624
2023-05-30 19:15:00,200.91,201.0,200.9,200.94,23723.0,0.4449,200.9565,54.9375,202.367380484794,200.9565,199.545619515206
2023-05-30 19:30:00,200.91,201.2,200.9,201.16,36822.0,-0.1935,200.937,56.358,202.26610217892443,200.937,199.6078978210756
2023-05-30 19:45:00,201.15,201.62,201.13,201.59,114555.0,-0.0793,200.929,59.016,202.08168223926253,200.929,199.77631776073747
2023-05-31 04:00:00,200.14,200.47,199.05,199.62,62866.0,-0.5886,200.8699,45.6174,201.62069877520628,200.8699,200.11910122479372
2023-05-31 04:15:00,199.61,199.9,199.6,199.83,19942.0,-0.6355,200.806,46.9684,201.55595381902867,200.806,200.05604618097135
2023-05-31 04:30:00,199.81,199.88,199.24,199.44,32181.0,-0.8107,200.7245,44.7931,201.46342863389998,200.7245,199.98557136610003
2023-05-31 04:45:00,199.39,199.67,199.18,199.64,24611.0,-0.7482,200.6493,46.1396,201.64819198482252,200.6493,199.6504080151775
2023-05-31 05:00:00,199.63,199.68,199.28,199.44,19860.0,-0.702,200.5788,44.9846,201.70160995602234,200.5788,199.45599004397766
2023-05-31 05:15:00,199.4,199.53,199.36,199.53,9458.0,-0.7511,200.5033,45.6293,201.6343318322355,200.5033,199.3722681677645
2023-05-31 05:30:00,199.53,199.97,199.33,199.71,23832.0,-0.5923,200.4438,46.9384,201.90587583731747,200.4438,198.98172416268255
2023-05-31 05:45:00,199.72,199.94,199.71,199.85,13852.0,-0.5326,200.3903,47.9641,202.0973705113367,200.3903,198.6832294886633
2023-05-31 06:00:00,199.85,199.97,199.6,199.63,13378.0,-0.6322,200.3268,46.478,202.1772876296579,200.3268,198.47631237034207
2023-05-31 06:15:00,199.63,199.67,199.4,199.48,15097.0,-0.6969,200.2568,45.4669,202.47719960570993,200.2568,198.03640039429007
2023-05-31 06:30:00,199.48,199.7,199.28,199.56,29728.0,-0.5333,200.2033,46.1248,202.82995054646534,200.2033,197.57664945353469
2023-05-31 06:45:00,199.56,199.68,199.4,199.59,13605.0,-0.3893,200.1643,46.3802,203.10383471170456,200.1643,197.22476528829543
2023-05-31 07:00:00,199.63,199.89,198.55,199.11,156714.0,-0.7848,200.0855,42.9512,203.12852014485892,200.0855,197.04247985514107
2023-05-31 07:15:00,199.1,199.14,198.78,198.92,53975.0,-0.9609,199.989,41.6677,203.12440633547973,199.989,196.85359366452028
2023-05-31 07:30:00,198.91,198.99,198.59,198.66,59257.0,-1.1396,199.8745,39.948,203.112127470583,199.8745,196.63687252941702
2023-05-31 07:45:00,198.66,199.0,198.38,198.92,105508.0,-0.9757,199.7765,42.4482,203.09237690336556,199.7765,196.46062309663444
2023-05-31 08:00:00,199.6,201.16,198.37,199.16,346851.0,-0.871,199.689,44.6859,203.0773107024077,199.689,196.3006892975923
2023-05-31 08:15:00,199.15,204.295,197.86,199.08,68368.0,-0.9256,199.596,44.0845,202.9716909538715,199.596,196.2203090461285
2023-05-31 08:30:00,199.1,199.8,198.9,199.56,139469.0,-0.7954,199.516,48.4651,202.69681892719913,199.516,196.33518107280085
2023-05-31 08:45:00,199.56,199.7,199.21,199.37,94455.0,-1.1012,199.405,46.933,202.5130808805288,199.405,196.2969191194712
2023-05-31 09:00:00,199.4,199.48,198.84,199.43,171792.0,-0.0952,199.3955,47.4849,202.4645222872561,199.3955,196.3264777127439
2023-05-31 09:15:00,199.36,199.94,199.1,199.79,150344.0,-0.02,199.3935,50.7213,202.5190622668386,199.3935,196.26793773316138
2023-05-31 09:30:00,199.78,202.699,198.17,202.0,13094035.0,1.2836,199.5215,64.7566,202.72868012060295,199.5215,196.31431987939706
