date,open,high,low,close,volume,ROC,SMA,RSI,Real Upper Band,Real Middle Band,Real Lower Band
2023-06-01 05:30:00,264.54,264.87,264.38,264.49,466.0,0.0643,264.3695,55.5324,267.83493167273576,264.3695,260.90406832726427
2023-06-01 05:45:00,264.49,264.77,264.4,264.4,80.0,0.1326,264.387,54.6643,268.1121589869964,264.387,260.6618410130036
2023-06-01 06:00:00,264.4,265.0,264.4,264.97,823.0,0.3104,264.428,58.9431,268.37218207769695,264.428,260.48381792230305
2023-06-01 06:15:00,264.8,264.88,264.41,264.65,1048.0,0.1608,264.4492,55.8292,268.4127137891476,264.4492,260.48568621085246
2023-06-01 06:30:00,264.7,268.44,264.7,268.26,25581.0,1.4369,264.6393,72.8569,268.42517181181245,264.6393,260.85342818818754
2023-06-01 06:45:00,268.26,268.3,267.05,267.05,9340.0,0.9908,264.7703,64.1339,268.55876501589313,264.7703,260.9818349841069
2023-06-01 07:00:00,267.11,267.35,266.53,267.25,17624.0,1.0473,264.9088,64.8658,268.7636161561478,264.9088,261.05398384385217
2023-06-01 07:15:00,267.08,267.23,266.72,266.89,9812.0,0.8769,265.0248,62.4512,268.9853567946962,265.0248,261.06424320530385
2023-06-01 07:30:00,266.95,266.96,266.51,266.85,9646.0,0.919,265.1463,62.1805,269.2368053290298,265.1463,261.0557946709702
2023-06-01 07:45:00,266.85,266.91,266.62,266.65,5495.0,0.8453,265.258,60.7935,269.447083580508,265.258,261.068916419492
2023-06-01 08:00:00,267.11,268.358,261.42,265.8,55168.0,0.5162,265.3263,55.2773,269.6563393389934,265.3263,260.9962606610066
2023-06-01 08:15:00,265.78,266.55,264.72,266.4,17529.0,0.7374,265.4238,58.1021,269.6510257729757,265.4238,261.19657422702437
2023-06-01 08:30:00,266.46,266.86,265.132,265.66,27240.0,0.3873,265.475,53.6988,269.61216014077854,265.475,261.3378398592215
2023-06-01 08:45:00,265.6,266.44,265.34,266.02,18500.0,0.4038,265.5285,55.4285,269.4805207968816,265.5285,261.5764792031184
2023-06-01 09:00:00,265.99,266.735,265.4,266.45,17181.0,1.0007,265.6605,57.4282,269.403683528588,265.6605,261.91731647141205
2023-06-01 09:15:00,266.18,266.92,265.7,266.79,26293.0,0.9918,265.7915,58.9607,269.28297507761135,265.7915,262.3000249223886
2023-06-01 09:30:00,265.9,271.07,265.89,269.49,2846912.0,2.0795,266.066,68.4533,269.1552496517057,266.066,262.9767503482943
2023-06-01 09:45:00,269.49,269.725,267.65,268.665,1308445.0,1.6131,266.2793,63.7133,269.3692281868738,266.2793,263.1893718131262
2023-06-01 10:00:00,268.68,271.56,268.62,270.83,1785181.0,2.4668,266.6052,69.5397,269.60205735806676,266.6052,263.6083426419333
2023-06-01 10:15:00,270.8,271.07,269.43,270.365,1195626.0,2.2019,266.8965,67.1037,269.99709866300736,266.8965,263.79590133699264
2023-06-01 10:30:00,270.38,271.2,269.5,271.166,766347.0,2.5241,267.2303,69.0684,270.3090656558725,267.2303,264.1515343441275
2023-06-01 10:45:00,271.17,271.89,270.63,270.66,1027283.0,2.3676,267.5433,66.4302,270.57655711472233,267.5433,264.51004288527764
2023-06-01 11:00:00,270.645,270.81,269.661,270.45,711451.0,2.0682,267.8173,65.3399,270.8346265303378,267.8173,264.7999734696622
2023-06-01 11:15:00,270.44,270.9,268.67,268.885,882612.0,1.6002,268.0291,57.8867,270.97041512457025,268.0291,265.0877848754298
2023-06-01 11:30:00,268.9,269.14,268.3,268.75,752859.0,0.1827,268.0536,57.2933,270.7634793937539,268.0536,265.3437206062461
2023-06-01 11:45:00,268.768,270.35,268.39,270.17,872495.0,1.1683,268.2096,61.6466,270.40721887383984,268.2096,266.0119811261602
2023-06-01 12:00:00,270.18,270.73,269.92,270.54,554510.0,1.2311,268.374,62.6897,270.1732514008737,268.374,266.57474859912634
2023-06-01 12:15:00,270.56,271.287,270.55,270.97,627100.0,1.5287,268.578,63.8911,270.4321282187322,268.578,266.72387178126775
2023-06-01 12:30:00,270.975,271.79,270.31,271.395,661091.0,1.7032,268.8053,65.0616,270.5155410414676,268.8053,267.0950589585324
